"","X","date","date_cleaned","year","month","day","day_of_week","match_start_time","match_start_time_cleaned","match_start_hour","match_start_minute","home_team","away_team","stadium","attendance","home_team_league_rank","home_goals","away_team_league_rank","away_goals","home_possessions","away_possessions","home_shots","away_shots","home_on","away_on","home_off","away_off","home_blocked","away_blocked","home_pass","away_pass","home_chances","away_chances","home_corners","away_corners","home_offside","away_offside","home_tackles","away_tackles","home_duels","away_duels","home_saves","away_saves","home_fouls","away_fouls","home_yellow","away_yellow","home_red","away_red","links"
"999",999,"26/12/2020","2020-12-26",2020,12,26,"Sat","3:00pm","0-01-01 15:00:00",15,0,"aston-villa","crystal-palace","Villa Park",0,7,3,11,0,38.6,61.4,21,13,10,6,6,6,5,1,71.8,81.7,5,0,4,4,1,2,35.3,58.3,60,40,6,7,18,16,1,4,1,0,"https://www.skysports.com/football/aston-villa-vs-crystal-palace/stats/428978"
"1000",1000,"26/12/2020","2020-12-26",2020,12,26,"Sat","12:30pm","0-01-01 12:30:00",12,30,"leicester-city","manchester-united","The King Power Stadium",0,18,2,3,2,54.4,45.6,10,9,2,4,4,4,4,1,79.9,80,1,5,5,0,1,4,70.6,55,54.5,45.5,2,1,10,17,2,1,0,0,"https://www.skysports.com/football/leicester-city-vs-manchester-united/stats/428981"
"1001",1001,"21/12/2020","2020-12-21",2020,12,21,"Mon","8:00pm","0-01-01 20:00:00",20,0,"chelsea","west-ham-united","Stamford Bridge",0,12,3,14,0,53.7,46.3,11,6,7,0,3,4,1,2,83.1,77.4,5,0,5,4,0,4,56.3,80,49,51,0,4,11,6,0,0,0,0,"https://www.skysports.com/football/chelsea-vs-west-ham-united/stats/428969"
"1002",1002,"21/12/2020","2020-12-21",2020,12,21,"Mon","5:30pm","0-01-01 17:30:00",17,30,"burnley","wolverhampton-wanderers","Turf Moor",0,23,2,13,1,36.4,63.6,10,15,4,3,5,5,1,7,66.2,82.9,1,0,1,7,1,2,57.1,45.5,60,40,2,2,11,15,2,1,0,0,"https://www.skysports.com/football/burnley-vs-wolverhampton-wanderers/stats/428968"
"1003",1003,"20/12/2020","2020-12-20",2020,12,20,"Sun","7:15pm","0-01-01 19:15:00",19,15,"west-bromwich-albion","aston-villa","The Hawthorns",0,24,0,7,3,32.7,67.3,1,19,1,10,0,6,0,3,67.4,85.6,0,2,1,7,1,4,60,63.6,39.6,60.4,7,1,14,8,1,2,1,0,"https://www.skysports.com/football/west-bromwich-albion-vs-aston-villa/stats/428976"
"1004",1004,"20/12/2020","2020-12-20",2020,12,20,"Sun","4:30pm","0-01-01 16:30:00",16,30,"manchester-united","leeds-united","Old Trafford",0,3,6,19,2,41.5,58.5,26,17,14,4,6,6,6,7,77.1,83.3,5,2,11,13,2,4,63.2,56.3,48.6,51.4,2,8,6,6,1,0,0,0,"https://www.skysports.com/football/manchester-united-vs-leeds-united/stats/428972"
"1005",1005,"20/12/2020","2020-12-20",2020,12,20,"Sun","2:15pm","0-01-01 14:15:00",14,15,"tottenham-hotspur","leicester-city","8 Stadium",0,8,0,18,2,56.4,43.6,8,17,3,4,4,6,1,7,78.8,79.1,1,0,5,3,2,4,60,73.7,55.6,44.4,3,3,15,14,2,2,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-leicester-city/stats/428975"
"1006",1006,"20/12/2020","2020-12-20",2020,12,20,"Sun","12:00pm","0-01-01 12:00:00",12,0,"brighton-and-hove-albion","sheffield-united","Amex Stadium",0,6,1,25,1,73.5,26.5,21,5,5,3,8,2,8,0,85,64,2,1,14,2,1,2,25,75,46,54,2,3,9,11,1,5,0,1,"https://www.skysports.com/football/brighton-and-hove-albion-vs-sheffield-united/stats/428967"
"1007",1007,"19/12/2020","2020-12-19",2020,12,19,"Sat","8:00pm","0-01-01 20:00:00",20,0,"newcastle-united","fulham","St James' Park, Newcastle",0,4,1,10,1,49.5,50.5,12,11,5,4,5,4,2,3,81.3,82.1,0,2,2,9,1,0,75,57.1,57.9,42.1,4,4,7,17,1,3,0,1,"https://www.skysports.com/football/newcastle-united-vs-fulham/stats/428973"
"1008",1008,"19/12/2020","2020-12-19",2020,12,19,"Sat","5:30pm","0-01-01 17:30:00",17,30,"everton","arsenal","Goodison Park",0,17,2,2,1,42.2,57.8,9,13,2,2,4,7,3,4,80.8,88.7,1,0,4,3,1,0,50,66.7,58.3,41.7,1,1,9,9,1,3,0,0,"https://www.skysports.com/football/everton-vs-arsenal/stats/428971"
"1009",1009,"19/12/2020","2020-12-19",2020,12,19,"Sat","3:00pm","0-01-01 15:00:00",15,0,"southampton","manchester-city","St. Mary's Stadium",0,20,0,1,1,48.3,51.7,9,11,3,5,3,4,3,2,81.9,85.2,0,1,6,6,3,2,50,50,39.1,60.9,4,3,9,11,2,2,0,0,"https://www.skysports.com/football/southampton-vs-manchester-city/stats/428974"
"1010",1010,"19/12/2020","2020-12-19",2020,12,19,"Sat","12:30pm","0-01-01 12:30:00",12,30,"crystal-palace","liverpool","Selhurst Park",0,11,0,5,7,35.3,64.7,5,14,3,8,2,4,0,2,75.6,87.3,1,5,5,4,7,0,70,68.4,58.3,41.7,0,3,5,11,1,0,0,0,"https://www.skysports.com/football/crystal-palace-vs-liverpool/stats/428970"
"1011",1011,"17/12/2020","2020-12-17",2020,12,17,"Thu","8:00pm","0-01-01 20:00:00",20,0,"sheffield-united","manchester-united","Bramall Lane",0,25,2,3,3,40.7,59.3,12,14,6,8,5,4,1,2,73.7,83.1,1,1,6,3,2,4,73.7,62.5,48.7,51.3,4,4,17,8,3,2,0,0,"https://www.skysports.com/football/sheffield-united-vs-manchester-united/stats/428962"
"1012",1012,"17/12/2020","2020-12-17",2020,12,17,"Thu","6:00pm","0-01-01 18:00:00",18,0,"aston-villa","burnley","Villa Park",0,7,0,23,0,59.1,40.9,27,6,7,4,11,2,9,0,72.9,60.8,0,0,11,1,1,2,66.7,52.6,52.8,47.2,4,6,17,19,1,1,0,0,"https://www.skysports.com/football/aston-villa-vs-burnley/stats/428958"
"1013",1013,"16/12/2020","2020-12-16",2020,12,16,"Wed","8:00pm","0-01-01 20:00:00",20,0,"liverpool","tottenham-hotspur","Anfield",0,5,2,8,1,75.8,24.2,17,8,11,2,1,6,5,0,88.3,61.4,0,3,7,4,2,0,66.7,53.8,55.9,44.1,1,9,8,9,0,2,0,0,"https://www.skysports.com/football/liverpool-vs-tottenham-hotspur/stats/428965"
"1014",1014,"16/12/2020","2020-12-16",2020,12,16,"Wed","8:00pm","0-01-01 20:00:00",20,0,"fulham","brighton-and-hove-albion","Craven Cottage",0,10,2,6,1,46.4,53.6,9,9,4,4,3,4,2,1,73.2,72.3,1,2,1,8,1,2,68.8,31.3,46.4,53.6,4,4,15,11,1,0,0,0,"https://www.skysports.com/football/fulham-vs-brighton-and-hove-albion/stats/428959"
"1015",1015,"16/12/2020","2020-12-16",2020,12,16,"Wed","8:00pm","0-01-01 20:00:00",20,0,"west-ham-united","crystal-palace","London Stadium",0,14,1,11,1,51.9,48.1,9,8,2,2,7,4,0,2,85.6,77.5,0,2,5,3,0,0,63.2,87,52.6,47.4,1,1,8,12,0,1,0,1,"https://www.skysports.com/football/west-ham-united-vs-crystal-palace/stats/428963"
"1016",1016,"16/12/2020","2020-12-16",2020,12,16,"Wed","6:00pm","0-01-01 18:00:00",18,0,"leicester-city","everton","The King Power Stadium",0,18,0,17,2,61,39,14,11,2,6,4,1,8,4,84.8,77,1,0,4,6,2,2,52.4,53.8,42.9,57.1,4,2,12,9,2,3,0,0,"https://www.skysports.com/football/leicester-city-vs-everton/stats/428961"
"1017",1017,"16/12/2020","2020-12-16",2020,12,16,"Wed","6:00pm","0-01-01 18:00:00",18,0,"leeds-united","newcastle-united","Elland Road",0,19,5,4,2,68.7,31.3,25,10,10,4,8,5,7,1,83.3,65.9,2,2,7,4,4,2,46.2,37.5,48.6,51.4,2,5,10,13,3,1,0,0,"https://www.skysports.com/football/leeds-united-vs-newcastle-united/stats/428960"
"1018",1018,"16/12/2020","2020-12-16",2020,12,16,"Wed","6:00pm","0-01-01 18:00:00",18,0,"arsenal","southampton","Emirates Stadium",0,2,1,20,1,35.2,64.8,9,13,4,3,3,8,2,2,77.1,85.9,1,2,2,7,1,1,75,72.7,62.1,37.9,2,4,13,13,1,3,1,0,"https://www.skysports.com/football/arsenal-vs-southampton/stats/428957"
"1019",1019,"15/12/2020","2020-12-15",2020,12,15,"Tue","8:00pm","0-01-01 20:00:00",20,0,"manchester-city","west-bromwich-albion","Etihad Stadium",0,1,1,24,1,77.2,22.8,26,5,7,1,11,4,8,0,90.2,59.4,3,0,13,2,3,2,36.4,61.5,55.9,44.4,1,7,5,8,2,3,0,0,"https://www.skysports.com/football/manchester-city-vs-west-bromwich-albion/stats/428966"
"1020",1020,"15/12/2020","2020-12-15",2020,12,15,"Tue","6:00pm","0-01-01 18:00:00",18,0,"wolverhampton-wanderers","chelsea","Molineux",0,13,2,12,1,45.1,54.9,12,13,4,3,6,6,2,4,80.4,85.8,1,1,5,6,1,0,58.8,42.9,69.2,30.8,2,2,12,12,2,2,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-chelsea/stats/428964"
"1021",1021,"13/12/2020","2020-12-13",2020,12,13,"Sun","7:15pm","0-01-01 19:15:00",19,15,"leicester-city","brighton-and-hove-albion","The King Power Stadium",0,18,3,6,0,54.1,45.9,15,12,6,4,5,4,4,4,87,81.8,1,1,9,5,4,1,50,56,60,40,4,3,9,10,2,1,0,0,"https://www.skysports.com/football/leicester-city-vs-brighton-and-hove-albion/stats/428952"
"1022",1022,"13/12/2020","2020-12-13",2020,12,13,"Sun","7:15pm","0-01-01 19:15:00",19,15,"arsenal","burnley","Emirates Stadium",0,2,0,23,1,64.7,35.3,18,10,6,2,6,5,6,3,82.9,71.7,3,1,13,4,3,3,41.7,58.3,28.6,71.4,2,6,5,11,2,1,1,0,"https://www.skysports.com/football/arsenal-vs-burnley/stats/428947"
"1023",1023,"13/12/2020","2020-12-13",2020,12,13,"Sun","4:30pm","0-01-01 16:30:00",16,30,"fulham","liverpool","Craven Cottage",0,10,1,5,1,24.9,75.1,10,12,5,6,4,2,1,4,67.4,86.8,3,2,6,8,2,2,47.1,57.1,61.3,38.7,5,4,9,5,3,1,0,0,"https://www.skysports.com/football/fulham-vs-liverpool/stats/428950"
"1024",1024,"13/12/2020","2020-12-13",2020,12,13,"Sun","2:15pm","0-01-01 14:15:00",14,15,"crystal-palace","tottenham-hotspur","Selhurst Park",0,11,1,8,1,42.9,57.1,16,14,5,6,5,5,6,3,79.4,79.9,1,1,4,7,4,0,72.7,65,68.8,31.3,5,4,15,11,1,1,0,0,"https://www.skysports.com/football/crystal-palace-vs-tottenham-hotspur/stats/428948"
"1025",1025,"13/12/2020","2020-12-13",2020,12,13,"Sun","12:00pm","0-01-01 12:00:00",12,0,"southampton","sheffield-united","St. Mary's Stadium",0,20,3,25,0,68.2,31.8,16,3,6,0,7,3,3,0,85.8,69.1,4,0,8,4,3,0,61.9,64.7,59.5,40.5,0,3,8,14,0,1,0,0,"https://www.skysports.com/football/southampton-vs-sheffield-united/stats/428955"
"1026",1026,"12/12/2020","2020-12-12",2020,12,12,"Sat","8:00pm","0-01-01 20:00:00",20,0,"everton","chelsea","Goodison Park",0,17,1,12,0,28,72,9,10,4,3,3,4,2,3,67.2,84.4,0,0,6,6,4,1,53.8,52.9,52.4,47.6,3,3,10,11,2,3,0,0,"https://www.skysports.com/football/everton-vs-chelsea/stats/428949"
"1027",1027,"12/12/2020","2020-12-12",2020,12,12,"Sat","5:30pm","0-01-01 17:30:00",17,30,"manchester-united","manchester-city","Old Trafford",0,3,0,1,0,46.1,53.9,11,9,2,2,6,3,3,4,85.1,86.7,0,3,4,3,2,2,69.6,66.7,55.6,44.4,2,2,13,6,1,1,0,0,"https://www.skysports.com/football/manchester-united-vs-manchester-city/stats/428953"
"1028",1028,"12/12/2020","2020-12-12",2020,12,12,"Sat","3:00pm","0-01-01 15:00:00",15,0,"newcastle-united","west-bromwich-albion","St James' Park, Newcastle",0,4,2,24,1,45.4,54.6,12,13,7,3,1,4,4,6,80.3,81,1,0,4,3,3,2,28.6,61.1,51.4,48.6,2,4,9,12,2,3,0,0,"https://www.skysports.com/football/newcastle-united-vs-west-bromwich-albion/stats/428954"
"1029",1029,"12/12/2020","2020-12-12",2020,12,12,"Sat","12:30pm","0-01-01 12:30:00",12,30,"wolverhampton-wanderers","aston-villa","Molineux",0,13,0,7,1,50.5,49.5,16,13,7,2,4,6,5,5,76.7,76.4,1,0,5,8,0,2,73.3,37.5,45.8,54.2,1,7,23,15,2,5,1,1,"https://www.skysports.com/football/wolverhampton-wanderers-vs-aston-villa/stats/428956"
"1030",1030,"11/12/2020","2020-12-11",2020,12,11,"Fri","8:00pm","0-01-01 20:00:00",20,0,"leeds-united","west-ham-united","Elland Road",0,19,1,14,2,64,36,13,19,7,8,5,8,1,3,85.5,69,0,3,5,6,2,0,58.8,58.3,38.5,61.5,6,6,12,10,1,2,0,0,"https://www.skysports.com/football/leeds-united-vs-west-ham-united/stats/428951"
"1031",1031,"23/1/2021","2021-01-23",2021,1,23,"Sat","8:00pm","0-01-01 20:00:00",20,0,"aston-villa","newcastle-united","Villa Park",0,7,2,4,0,59.2,40.8,14,7,5,1,6,4,3,2,88,78,1,0,5,4,1,2,54.5,50,53.3,46.7,1,3,9,18,0,3,0,0,"https://www.skysports.com/football/aston-villa-vs-newcastle-united/stats/428937"
"1032",1032,"7/12/2020","2020-12-07",2020,12,7,"Mon","8:00pm","0-01-01 20:00:00",20,0,"brighton-and-hove-albion","southampton","Amex Stadium",0,6,1,20,2,47.7,52.3,12,10,4,3,8,4,0,3,73.2,76,2,1,4,3,2,3,52.4,66.7,37.1,62.9,1,3,12,12,3,3,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-southampton/stats/428938"
"1033",1033,"6/12/2020","2020-12-06",2020,12,6,"Sun","7:15pm","0-01-01 19:15:00",19,15,"liverpool","wolverhampton-wanderers","Anfield",0,5,4,13,0,60.6,39.4,11,9,6,3,4,5,1,1,90.1,84.6,1,0,4,6,1,3,50,31.6,43.8,56.3,3,3,8,14,1,1,0,0,"https://www.skysports.com/football/liverpool-vs-wolverhampton-wanderers/stats/428941"
"1034",1034,"6/12/2020","2020-12-06",2020,12,6,"Sun","4:30pm","0-01-01 16:30:00",16,30,"tottenham-hotspur","arsenal","8 Stadium",0,8,2,2,0,30.2,69.8,5,11,3,2,1,7,1,2,67.4,86.7,0,0,3,9,1,0,53.8,73.3,50,50,2,1,16,12,1,2,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-arsenal/stats/428944"
"1035",1035,"6/12/2020","2020-12-06",2020,12,6,"Sun","2:00pm","0-01-01 14:00:00",14,0,"sheffield-united","leicester-city","Bramall Lane",0,25,1,18,2,29.7,70.3,4,13,1,4,2,4,1,5,66.9,85.4,0,1,6,5,4,4,25,66.7,54.8,45.2,2,0,13,6,1,3,0,0,"https://www.skysports.com/football/sheffield-united-vs-leicester-city/stats/428943"
"1036",1036,"6/12/2020","2020-12-06",2020,12,6,"Sun","12:00pm","0-01-01 12:00:00",12,0,"west-bromwich-albion","crystal-palace","The Hawthorns",0,24,1,11,5,50.1,49.9,9,18,4,7,4,5,1,6,86.7,88.3,0,1,4,6,2,3,46.7,42.9,62.1,37.9,2,3,10,16,2,2,1,0,"https://www.skysports.com/football/west-bromwich-albion-vs-crystal-palace/stats/428945"
"1037",1037,"5/12/2020","2020-12-05",2020,12,5,"Sat","8:00pm","0-01-01 20:00:00",20,0,"chelsea","leeds-united","Stamford Bridge",0,12,3,19,1,46.1,53.9,23,8,10,3,7,4,6,1,77.1,81.4,6,1,8,4,1,4,35.3,60.7,55,45,2,7,12,9,0,2,0,0,"https://www.skysports.com/football/chelsea-vs-leeds-united/stats/428940"
"1038",1038,"5/12/2020","2020-12-05",2020,12,5,"Sat","5:30pm","0-01-01 17:30:00",17,30,"west-ham-united","manchester-united","London Stadium",0,14,1,3,3,39.3,60.7,19,15,6,6,9,6,4,3,78.3,86.2,3,3,5,4,4,3,50,66.7,46.7,53.3,3,5,9,10,0,0,0,0,"https://www.skysports.com/football/west-ham-united-vs-manchester-united/stats/428946"
"1039",1039,"5/12/2020","2020-12-05",2020,12,5,"Sat","3:00pm","0-01-01 15:00:00",15,0,"manchester-city","fulham","Etihad Stadium",0,1,2,10,0,68.9,31.1,15,6,5,1,8,4,2,1,89.8,78.1,5,0,9,3,1,1,64.7,70.6,47.1,52.9,1,4,7,6,0,0,0,0,"https://www.skysports.com/football/manchester-city-vs-fulham/stats/428942"
"1040",1040,"5/12/2020","2020-12-05",2020,12,5,"Sat","12:30pm","0-01-01 12:30:00",12,30,"burnley","everton","Turf Moor",0,23,1,17,1,41.4,58.6,8,13,3,6,2,3,3,4,78.5,82.6,1,4,8,5,0,3,53.3,78.9,45,55,5,2,6,9,0,0,0,0,"https://www.skysports.com/football/burnley-vs-everton/stats/428939"
"1041",1041,"30/11/2020","2020-11-30",2020,11,30,"Mon","8:00pm","0-01-01 20:00:00",20,0,"west-ham-united","aston-villa","London Stadium",0,14,2,7,1,34.9,65.1,6,16,2,6,1,7,3,3,65.4,82.7,1,2,3,7,1,3,50,66.7,45.8,54.2,5,0,20,7,1,1,0,0,"https://www.skysports.com/football/west-ham-united-vs-aston-villa/stats/428936"
"1042",1042,"30/11/2020","2020-11-30",2020,11,30,"Mon","5:30pm","0-01-01 17:30:00",17,30,"leicester-city","fulham","The King Power Stadium",0,18,1,10,2,68,32,16,10,3,5,6,3,7,2,86.5,71,1,3,6,5,0,0,63.8,50,47.6,52.4,3,2,9,21,0,2,0,0,"https://www.skysports.com/football/leicester-city-vs-fulham/stats/428932"
"1043",1043,"29/11/2020","2020-11-29",2020,11,29,"Sun","7:15pm","0-01-01 19:15:00",19,15,"arsenal","wolverhampton-wanderers","Emirates Stadium",0,2,1,13,2,56.2,43.8,13,11,2,5,7,2,4,4,85,80.2,1,1,8,4,2,0,46.2,33.3,51.6,48.4,3,1,13,13,3,4,0,0,"https://www.skysports.com/football/arsenal-vs-wolverhampton-wanderers/stats/428927"
"1044",1044,"29/11/2020","2020-11-29",2020,11,29,"Sun","4:30pm","0-01-01 16:30:00",16,30,"chelsea","tottenham-hotspur","Stamford Bridge",0,12,0,8,0,60.3,39.7,13,5,3,1,7,3,3,1,89.3,80.8,0,0,3,3,3,1,61.5,20,48.1,51.9,1,3,20,9,4,2,0,0,"https://www.skysports.com/football/chelsea-vs-tottenham-hotspur/stats/428929"
"1045",1045,"29/11/2020","2020-11-29",2020,11,29,"Sun","2:00pm","0-01-01 14:00:00",14,0,"southampton","manchester-united","St. Mary's Stadium",0,20,2,3,3,49.9,50.1,10,15,5,6,3,5,2,4,79.6,80.3,0,4,5,9,0,0,59.1,47.4,43.3,56.7,3,3,12,12,1,0,0,0,"https://www.skysports.com/football/southampton-vs-manchester-united/stats/428934"
"1046",1046,"28/11/2020","2020-11-28",2020,11,28,"Sat","8:00pm","0-01-01 20:00:00",20,0,"west-bromwich-albion","sheffield-united","The Hawthorns",0,24,1,25,0,48.7,51.3,17,21,6,5,7,10,4,6,77.9,80.8,1,5,14,9,2,2,50,57.1,57.4,42.6,5,5,10,9,2,3,0,0,"https://www.skysports.com/football/west-bromwich-albion-vs-sheffield-united/stats/428935"
"1047",1047,"28/11/2020","2020-11-28",2020,11,28,"Sat","5:30pm","0-01-01 17:30:00",17,30,"everton","leeds-united","Goodison Park",0,17,0,19,1,41.8,58.2,15,23,8,6,6,11,1,6,78.5,83.6,2,5,4,2,2,6,52.6,42.1,55.2,44.8,5,8,8,14,1,2,0,0,"https://www.skysports.com/football/everton-vs-leeds-united/stats/428931"
"1048",1048,"28/11/2020","2020-11-28",2020,11,28,"Sat","3:00pm","0-01-01 15:00:00",15,0,"manchester-city","burnley","Etihad Stadium",0,1,5,23,0,71.7,28.3,19,1,7,0,7,1,5,0,91.4,76.4,3,0,3,1,1,2,66.7,63.6,62.1,37.9,0,2,8,7,1,1,0,0,"https://www.skysports.com/football/manchester-city-vs-burnley/stats/408275"
"1049",1049,"28/11/2020","2020-11-28",2020,11,28,"Sat","12:30pm","0-01-01 12:30:00",12,30,"brighton-and-hove-albion","liverpool","Amex Stadium",0,6,1,5,1,40.4,59.6,11,6,3,2,6,1,2,3,77.3,81.4,1,0,4,3,2,2,50,69.2,41.9,58.1,1,2,9,13,2,1,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-liverpool/stats/428928"
"1050",1050,"27/11/2020","2020-11-27",2020,11,27,"Fri","8:00pm","0-01-01 20:00:00",20,0,"crystal-palace","newcastle-united","Selhurst Park",0,11,0,4,2,57.4,42.6,12,14,3,7,8,5,1,2,82.1,73.6,1,2,7,3,0,0,53.3,45.8,54.9,45.1,5,3,9,10,2,2,0,0,"https://www.skysports.com/football/crystal-palace-vs-newcastle-united/stats/428930"
"1051",1051,"23/11/2020","2020-11-23",2020,11,23,"Mon","8:00pm","0-01-01 20:00:00",20,0,"wolverhampton-wanderers","southampton","Molineux",0,13,1,20,1,45.3,54.7,20,7,9,2,5,3,6,2,80.5,81.8,0,2,7,4,2,1,72.7,75,54.1,45.9,1,8,14,14,2,0,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-southampton/stats/428926"
"1052",1052,"23/11/2020","2020-11-23",2020,11,23,"Mon","5:30pm","0-01-01 17:30:00",17,30,"burnley","crystal-palace","Turf Moor",0,23,1,11,0,46.1,53.9,10,15,4,5,3,5,3,5,72.6,76.5,2,1,4,7,2,2,50,41.7,42.9,57.1,5,3,13,9,2,0,0,0,"https://www.skysports.com/football/burnley-vs-crystal-palace/stats/428918"
"1053",1053,"22/11/2020","2020-11-22",2020,11,22,"Sun","7:15pm","0-01-01 19:15:00",19,15,"liverpool","leicester-city","Anfield",0,5,3,18,0,56.4,43.6,24,11,13,4,8,5,3,2,85.3,78.5,6,1,10,3,2,1,44.4,28.6,38.2,61.8,4,9,15,6,0,2,0,0,"https://www.skysports.com/football/liverpool-vs-leicester-city/stats/428921"
"1054",1054,"22/11/2020","2020-11-22",2020,11,22,"Sun","4:30pm","0-01-01 16:30:00",16,30,"leeds-united","arsenal","Elland Road",0,19,0,2,0,66.3,33.7,25,9,4,2,16,6,5,1,85,70.9,2,1,5,3,0,2,50,50,52.4,47.6,2,4,9,8,3,0,0,1,"https://www.skysports.com/football/leeds-united-vs-arsenal/stats/428920"
"1055",1055,"22/11/2020","2020-11-22",2020,11,22,"Sun","2:00pm","0-01-01 14:00:00",14,0,"sheffield-united","west-ham-united","Bramall Lane",0,25,0,14,1,50.9,49.1,9,15,5,3,3,5,1,7,80.3,79.9,2,2,2,6,4,2,56,66.7,40.4,59.6,2,5,7,6,0,0,0,0,"https://www.skysports.com/football/sheffield-united-vs-west-ham-united/stats/428924"
"1056",1056,"22/11/2020","2020-11-22",2020,11,22,"Sun","12:00pm","0-01-01 12:00:00",12,0,"fulham","everton","Craven Cottage",0,10,2,17,3,54,46,14,9,6,7,4,0,4,2,84.2,77.8,2,3,2,5,2,3,50,68.2,41.9,58.1,4,4,14,10,2,0,0,0,"https://www.skysports.com/football/fulham-vs-everton/stats/428919"
"1057",1057,"21/11/2020","2020-11-21",2020,11,21,"Sat","8:00pm","0-01-01 20:00:00",20,0,"manchester-united","west-bromwich-albion","Old Trafford",0,3,1,24,0,63.1,36.9,17,7,7,2,2,4,8,1,84.8,77.9,2,0,8,2,1,1,38.5,61.5,78.1,21.9,2,6,12,17,1,1,0,0,"https://www.skysports.com/football/manchester-united-vs-west-bromwich-albion/stats/428922"
"1058",1058,"21/11/2020","2020-11-21",2020,11,21,"Sat","5:30pm","0-01-01 17:30:00",17,30,"tottenham-hotspur","manchester-city","8 Stadium",0,8,2,1,0,33.9,66.1,4,22,2,5,0,6,2,11,73.3,88.8,2,2,0,10,1,2,56,61.5,42.1,57.9,5,0,13,19,2,2,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-manchester-city/stats/428925"
"1059",1059,"21/11/2020","2020-11-21",2020,11,21,"Sat","3:00pm","0-01-01 15:00:00",15,0,"aston-villa","brighton-and-hove-albion","Villa Park",0,7,1,6,2,55.4,44.6,15,7,4,3,6,3,5,1,83.4,81.3,2,3,12,3,2,0,71.4,44.4,47.8,52.2,1,3,5,18,2,1,0,1,"https://www.skysports.com/football/aston-villa-vs-brighton-and-hove-albion/stats/428917"
"1060",1060,"21/11/2020","2020-11-21",2020,11,21,"Sat","12:30pm","0-01-01 12:30:00",12,30,"newcastle-united","chelsea","St James' Park, Newcastle",0,4,0,12,2,29,71,8,14,1,3,4,6,3,5,73.5,89.8,0,3,7,4,2,2,16.7,46.2,44.1,55.9,2,1,11,12,2,0,0,0,"https://www.skysports.com/football/newcastle-united-vs-chelsea/stats/428923"
"1061",1061,"8/11/2020","2020-11-08",2020,11,8,"Sun","7:15pm","0-01-01 19:15:00",19,15,"arsenal","aston-villa","Emirates Stadium",0,2,0,7,3,58.8,41.2,13,15,2,6,8,0,3,9,85.1,77.5,1,2,3,8,1,1,28.6,42.9,42.3,57.7,3,2,11,13,0,0,0,0,"https://www.skysports.com/football/arsenal-vs-aston-villa/stats/428907"
"1062",1062,"8/11/2020","2020-11-08",2020,11,8,"Sun","4:30pm","0-01-01 16:30:00",16,30,"manchester-city","liverpool","Etihad Stadium",0,1,1,5,1,54.6,45.4,7,10,2,3,4,4,1,3,85,81.7,1,0,1,2,2,5,41.7,69.2,72.7,27.3,2,1,19,11,3,1,0,0,"https://www.skysports.com/football/manchester-city-vs-liverpool/stats/428913"
"1063",1063,"8/11/2020","2020-11-08",2020,11,8,"Sun","2:00pm","0-01-01 14:00:00",14,0,"leicester-city","wolverhampton-wanderers","The King Power Stadium",0,18,1,13,0,49.6,50.4,10,8,3,2,4,5,3,1,82.1,82.2,0,1,6,3,0,1,50,47.1,37,63,2,2,12,8,2,3,0,0,"https://www.skysports.com/football/leicester-city-vs-wolverhampton-wanderers/stats/428912"
"1064",1064,"8/11/2020","2020-11-08",2020,11,8,"Sun","12:00pm","0-01-01 12:00:00",12,0,"west-bromwich-albion","tottenham-hotspur","The Hawthorns",0,24,0,8,1,41.2,58.8,12,19,2,5,7,6,3,8,66.5,78.1,1,2,9,6,1,1,73.7,62.5,64.6,35.4,4,2,17,12,1,0,0,0,"https://www.skysports.com/football/west-bromwich-albion-vs-tottenham-hotspur/stats/428915"
"1065",1065,"7/11/2020","2020-11-07",2020,11,7,"Sat","8:00pm","0-01-01 20:00:00",20,0,"west-ham-united","fulham","London Stadium",0,14,1,10,0,53,47,16,13,7,3,8,4,1,6,88.1,83,1,1,9,5,3,2,35.7,58.3,50,50,3,6,10,9,2,2,0,0,"https://www.skysports.com/football/west-ham-united-vs-fulham/stats/428916"
"1066",1066,"7/11/2020","2020-11-07",2020,11,7,"Sat","5:30pm","0-01-01 17:30:00",17,30,"chelsea","sheffield-united","Stamford Bridge",0,12,4,25,1,70.1,29.9,20,6,9,3,5,1,6,2,87.8,69.7,4,1,6,7,1,1,38.5,36.4,48.1,51.9,2,6,5,14,0,2,0,0,"https://www.skysports.com/football/chelsea-vs-sheffield-united/stats/428909"
"1067",1067,"7/11/2020","2020-11-07",2020,11,7,"Sat","3:00pm","0-01-01 15:00:00",15,0,"crystal-palace","leeds-united","Selhurst Park",0,11,4,19,1,35.2,64.8,10,9,6,3,2,4,2,2,73.2,82.3,3,1,3,6,1,1,40,60,51.7,48.3,2,3,9,16,0,2,0,0,"https://www.skysports.com/football/crystal-palace-vs-leeds-united/stats/428910"
