"","X","date","date_cleaned","year","month","day","day_of_week","match_start_time","match_start_time_cleaned","match_start_hour","match_start_minute","home_team","away_team","stadium","attendance","home_team_league_rank","home_goals","away_team_league_rank","away_goals","home_possessions","away_possessions","home_shots","away_shots","home_on","away_on","home_off","away_off","home_blocked","away_blocked","home_pass","away_pass","home_chances","away_chances","home_corners","away_corners","home_offside","away_offside","home_tackles","away_tackles","home_duels","away_duels","home_saves","away_saves","home_fouls","away_fouls","home_yellow","away_yellow","home_red","away_red","links"
"511",511,"26th February 2022","2022-02-26",2022,2,26,"Sat","12:30pm","0-01-01 12:30:00",12,30,"leeds-united","tottenham-hotspur","Elland Road",36599,19,0,8,4,49.6,50.4,19,15,3,11,10,2,6,2,86.2,88.2,1,4,3,0,0,3,35.3,60,55.6,44.4,6,2,16,11,4,2,0,0,"https://www.skysports.com/football/leeds-united-vs-tottenham-hotspur/stats/446554"
"512",512,"25th February 2022","2022-02-25",2022,2,25,"Fri","8:00pm","0-01-01 20:00:00",20,0,"southampton","norwich-city","St. Mary's Stadium",31182,20,2,22,0,58.1,41.9,27,8,9,1,12,3,6,4,81.2,75.8,2,0,13,6,2,1,55.6,55.6,57.6,42.4,1,7,12,9,1,2,0,0,"https://www.skysports.com/football/southampton-vs-norwich-city/stats/446556"
"513",513,"24th February 2022","2022-02-24",2022,2,24,"Thu","7:45pm","0-01-01 19:45:00",19,45,"arsenal","wolverhampton-wanderers","Emirates Stadium",59888,2,2,13,1,55.5,44.5,26,6,5,2,11,4,10,0,82.9,74.4,2,2,5,4,2,2,50,71.4,47.8,52.2,1,4,8,9,1,1,0,0,"https://www.skysports.com/football/arsenal-vs-wolverhampton-wanderers/stats/446478"
"514",514,"23rd February 2022","2022-02-23",2022,2,23,"Wed","7:45pm","0-01-01 19:45:00",19,45,"liverpool","leeds-united","Anfield",53018,5,6,19,0,63.7,36.3,23,3,15,2,5,1,3,0,86.8,74.1,4,0,4,0,1,6,37.5,47.6,90,10,2,8,5,11,0,3,0,0,"https://www.skysports.com/football/liverpool-vs-leeds-united/stats/446471"
"515",515,"23rd February 2022","2022-02-23",2022,2,23,"Wed","7:30pm","0-01-01 19:30:00",19,30,"burnley","tottenham-hotspur","Turf Moor",19488,23,1,8,0,34.1,65.9,15,12,4,2,6,7,5,3,79.4,85,2,0,3,7,3,2,18.2,40,48.6,51.4,2,3,8,8,0,0,0,0,"https://www.skysports.com/football/burnley-vs-tottenham-hotspur/stats/446411"
"516",516,"23rd February 2022","2022-02-23",2022,2,23,"Wed","7:30pm","0-01-01 19:30:00",19,30,"watford","crystal-palace","Vicarage Road",20012,21,1,11,4,45.3,54.7,8,7,1,5,4,2,3,0,79.6,84.4,3,1,6,4,2,1,54.5,60.9,50,50,1,0,12,9,2,1,0,0,"https://www.skysports.com/football/watford-vs-crystal-palace/stats/446465"
"517",517,"20th February 2022","2022-02-20",2022,2,20,"Sun","4:30pm","0-01-01 16:30:00",16,30,"wolverhampton-wanderers","leicester-city","Molineux",31497,13,2,18,1,36.3,63.7,11,17,3,7,5,6,3,4,78.4,87.7,0,1,7,10,2,2,40.9,63.6,68,32,6,1,12,9,4,4,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-leicester-city/stats/446547"
"518",518,"20th February 2022","2022-02-20",2022,2,20,"Sun","2:00pm","0-01-01 14:00:00",14,0,"leeds-united","manchester-united","Elland Road",36715,19,2,3,4,54.5,45.5,16,15,6,9,6,2,4,4,78.2,72.6,1,4,3,3,4,2,50,52.6,36.4,63.6,5,4,13,19,6,3,0,0,"https://www.skysports.com/football/leeds-united-vs-manchester-united/stats/446542"
"519",519,"19th February 2022","2022-02-19",2022,2,19,"Sat","5:30pm","0-01-01 17:30:00",17,30,"manchester-city","tottenham-hotspur","Etihad Stadium",53201,1,2,8,3,71.2,28.8,21,6,4,5,11,1,6,0,91.1,78.6,0,4,10,0,1,3,76.9,53.8,59.1,40.9,2,2,5,7,0,3,0,0,"https://www.skysports.com/football/manchester-city-vs-tottenham-hotspur/stats/446544"
"520",520,"19th February 2022","2022-02-19",2022,2,19,"Sat","3:00pm","0-01-01 15:00:00",15,0,"aston-villa","watford","Villa Park",41936,7,0,21,1,59.6,40.4,20,8,1,4,11,3,8,1,84,75.2,1,4,10,5,0,0,63.2,47.1,48.5,51.5,3,1,12,7,1,2,0,0,"https://www.skysports.com/football/aston-villa-vs-watford/stats/446539"
"521",521,"19th February 2022","2022-02-19",2022,2,19,"Sat","3:00pm","0-01-01 15:00:00",15,0,"liverpool","norwich-city","Anfield",53135,5,3,22,1,69.4,30.6,29,6,8,1,11,4,10,1,89.4,71.4,6,1,9,4,1,5,35.7,47.4,56.7,43.3,0,4,7,8,0,1,0,0,"https://www.skysports.com/football/liverpool-vs-norwich-city/stats/446543"
"522",522,"19th February 2022","2022-02-19",2022,2,19,"Sat","3:00pm","0-01-01 15:00:00",15,0,"southampton","everton","St. Mary's Stadium",31312,20,2,17,0,55.8,44.2,19,9,11,0,5,5,3,4,78.9,70.3,4,0,4,4,4,2,47.6,55,64.9,35.1,0,9,6,9,0,2,0,0,"https://www.skysports.com/football/southampton-vs-everton/stats/446545"
"523",523,"19th February 2022","2022-02-19",2022,2,19,"Sat","3:00pm","0-01-01 15:00:00",15,0,"crystal-palace","chelsea","Selhurst Park",25109,11,0,12,1,42.6,57.4,7,9,0,3,5,3,2,3,79.4,82.6,1,1,4,4,1,3,63.6,47.1,50,50,2,0,4,20,1,3,0,0,"https://www.skysports.com/football/crystal-palace-vs-chelsea/stats/446541"
"524",524,"19th February 2022","2022-02-19",2022,2,19,"Sat","3:00pm","0-01-01 15:00:00",15,0,"brighton-and-hove-albion","burnley","Amex Stadium",29921,6,0,23,3,68.9,31.1,11,10,1,4,6,2,4,4,85,62.7,0,1,4,4,1,3,61.5,70.6,48,52,1,1,12,12,1,4,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-burnley/stats/446540"
"525",525,"19th February 2022","2022-02-19",2022,2,19,"Sat","3:00pm","0-01-01 15:00:00",15,0,"arsenal","brentford","Emirates Stadium",60015,2,2,9,1,66.4,33.6,24,6,8,2,8,1,8,3,85.8,72.4,0,1,14,0,1,2,78.6,42.9,39.3,60.7,1,5,10,5,1,1,0,0,"https://www.skysports.com/football/arsenal-vs-brentford/stats/446538"
"526",526,"19th February 2022","2022-02-19",2022,2,19,"Sat","12:30pm","0-01-01 12:30:00",12,30,"west-ham-united","newcastle-united","London Stadium",59949,14,1,4,1,47,53,11,14,3,3,2,5,6,6,75.8,78.7,1,1,3,7,2,1,72.7,58.3,58.1,41.9,2,2,3,7,3,3,0,0,"https://www.skysports.com/football/west-ham-united-vs-newcastle-united/stats/446546"
"527",527,"15th February 2022","2022-02-15",2022,2,15,"Tue","8:15pm","0-01-01 20:15:00",20,15,"manchester-united","brighton-and-hove-albion","Old Trafford",73012,3,2,6,0,50,50,19,10,7,3,4,6,8,1,81.6,84.3,5,3,10,2,1,1,55.6,41.2,70,30,3,5,8,10,3,1,0,1,"https://www.skysports.com/football/manchester-united-vs-brighton-and-hove-albion/stats/446461"
"528",528,"13th February 2022","2022-02-13",2022,2,13,"Sun","4:30pm","0-01-01 16:30:00",16,30,"leicester-city","west-ham-united","The King Power Stadium",32061,18,2,14,2,55.4,44.6,13,8,2,3,7,2,4,3,82.4,79.7,0,1,5,4,0,0,38.1,57.1,30.3,69.7,1,0,10,9,1,2,0,0,"https://www.skysports.com/football/leicester-city-vs-west-ham-united/stats/446532"
"529",529,"13th February 2022","2022-02-13",2022,2,13,"Sun","2:00pm","0-01-01 14:00:00",14,0,"tottenham-hotspur","wolverhampton-wanderers","Tottenham Hotspur Stadium",56452,8,0,13,2,58.6,41.4,17,11,7,7,5,1,5,3,83.6,75.2,0,1,7,3,3,1,73.3,46.7,65.6,34.4,5,7,13,13,3,1,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-wolverhampton-wanderers/stats/446536"
"530",530,"13th February 2022","2022-02-13",2022,2,13,"Sun","2:00pm","0-01-01 14:00:00",14,0,"burnley","liverpool","Turf Moor",21239,23,0,5,1,32.6,67.4,8,12,5,4,3,5,0,3,65.3,82.4,2,2,5,8,7,3,85.7,27.3,42.9,57.1,3,5,7,6,0,1,0,0,"https://www.skysports.com/football/burnley-vs-liverpool/stats/446529"
"531",531,"13th February 2022","2022-02-13",2022,2,13,"Sun","2:00pm","0-01-01 14:00:00",14,0,"newcastle-united","aston-villa","St James' Park, Newcastle",52207,4,1,7,0,37,63,10,11,2,1,4,6,4,4,67.9,76.9,0,0,3,6,3,2,53.3,50,64.7,35.3,1,1,22,15,3,4,0,0,"https://www.skysports.com/football/newcastle-united-vs-aston-villa/stats/446534"
"532",532,"12th February 2022","2022-02-12",2022,2,12,"Sat","5:30pm","0-01-01 17:30:00",17,30,"norwich-city","manchester-city","Carrow Road",27010,22,0,1,4,28.5,71.5,8,22,3,9,4,8,1,5,75.4,90.5,0,4,4,12,2,2,54.5,60,52,48,5,3,7,8,0,2,0,0,"https://www.skysports.com/football/norwich-city-vs-manchester-city/stats/446535"
"533",533,"12th February 2022","2022-02-12",2022,2,12,"Sat","3:00pm","0-01-01 15:00:00",15,0,"watford","brighton-and-hove-albion","Vicarage Road",20795,21,0,6,2,35.2,64.8,9,11,1,6,5,2,3,3,68.6,79.2,0,2,4,5,1,1,72.2,52.4,21.6,78.4,3,1,16,9,3,2,0,0,"https://www.skysports.com/football/watford-vs-brighton-and-hove-albion/stats/446537"
"534",534,"12th February 2022","2022-02-12",2022,2,12,"Sat","3:00pm","0-01-01 15:00:00",15,0,"everton","leeds-united","Goodison Park",39150,17,3,19,0,41.7,58.3,21,7,10,0,2,4,9,3,74.1,80.1,1,0,5,3,1,0,72.7,55.2,54.8,45.2,0,7,8,9,1,1,0,0,"https://www.skysports.com/football/everton-vs-leeds-united/stats/446531"
"535",535,"12th February 2022","2022-02-12",2022,2,12,"Sat","3:00pm","0-01-01 15:00:00",15,0,"brentford","crystal-palace","Gtech Community Stadium",16958,9,0,11,0,42.6,57.4,9,6,2,3,5,2,2,1,69,77.4,3,1,3,9,0,0,58.1,64.7,60,40,3,2,10,10,1,0,0,0,"https://www.skysports.com/football/brentford-vs-crystal-palace/stats/446528"
"536",536,"12th February 2022","2022-02-12",2022,2,12,"Sat","12:30pm","0-01-01 12:30:00",12,30,"manchester-united","southampton","Old Trafford",73084,3,1,20,1,52.3,47.7,12,13,8,4,2,6,2,3,81.4,80.7,4,1,1,4,7,1,50,58.8,60,40,3,6,12,13,4,0,0,0,"https://www.skysports.com/football/manchester-united-vs-southampton/stats/446533"
"537",537,"10th February 2022","2022-02-10",2022,2,10,"Thu","7:45pm","0-01-01 19:45:00",19,45,"liverpool","leicester-city","Anfield",53050,5,2,18,0,65,35,22,5,11,1,7,3,4,1,84.7,71,2,1,7,6,3,4,61.1,39.1,70.6,29.4,1,9,11,7,1,0,0,0,"https://www.skysports.com/football/liverpool-vs-leicester-city/stats/446524"
"538",538,"10th February 2022","2022-02-10",2022,2,10,"Thu","7:45pm","0-01-01 19:45:00",19,45,"wolverhampton-wanderers","arsenal","Molineux",31523,13,0,2,1,58.3,41.7,15,12,4,2,7,3,4,7,81.7,76.4,0,2,7,4,1,2,41.7,58.8,54.8,45.2,1,4,12,13,2,3,0,1,"https://www.skysports.com/football/wolverhampton-wanderers-vs-arsenal/stats/446523"
"539",539,"9th February 2022","2022-02-09",2022,2,9,"Wed","8:00pm","0-01-01 20:00:00",20,0,"aston-villa","leeds-united","Villa Park",41927,7,3,19,3,39.5,60.5,12,16,4,8,6,5,2,3,74.8,82.9,2,1,6,11,1,2,59.1,66.7,71.4,28.6,4,2,11,9,1,3,1,0,"https://www.skysports.com/football/aston-villa-vs-leeds-united/stats/446518"
"540",540,"9th February 2022","2022-02-09",2022,2,9,"Wed","7:45pm","0-01-01 19:45:00",19,45,"tottenham-hotspur","southampton","Tottenham Hotspur Stadium",54012,8,2,20,3,47.7,52.3,8,23,3,10,2,10,3,3,80.1,82,3,4,2,8,3,1,50,42.9,63.8,36.2,6,2,7,13,2,3,0,0,"https://www.skysports.com/football/tottenham-hotspur-vs-southampton/stats/446527"
"541",541,"9th February 2022","2022-02-09",2022,2,9,"Wed","7:45pm","0-01-01 19:45:00",19,45,"norwich-city","crystal-palace","Carrow Road",26652,22,1,11,1,28.3,71.7,5,13,1,5,2,4,2,4,62.1,85.8,0,0,4,6,1,2,60,60,34.4,65.6,4,0,11,16,1,2,0,0,"https://www.skysports.com/football/norwich-city-vs-crystal-palace/stats/446521"
"542",542,"9th February 2022","2022-02-09",2022,2,9,"Wed","7:45pm","0-01-01 19:45:00",19,45,"manchester-city","brentford","Etihad Stadium",51658,1,2,9,0,75.6,24.4,15,6,7,2,6,2,2,2,88.4,59.5,1,1,9,3,2,10,71.4,61.5,70.4,29.6,2,5,7,13,0,0,0,0,"https://www.skysports.com/football/manchester-city-vs-brentford/stats/446525"
"543",543,"8th February 2022","2022-02-08",2022,2,8,"Tue","8:00pm","0-01-01 20:00:00",20,0,"burnley","manchester-united","Turf Moor",21233,23,1,3,1,35.9,64.1,9,22,3,5,5,5,1,12,67,81.5,1,0,2,10,2,1,56,73.3,33.3,66.7,4,2,11,10,2,1,0,0,"https://www.skysports.com/football/burnley-vs-manchester-united/stats/446520"
"544",544,"8th February 2022","2022-02-08",2022,2,8,"Tue","7:45pm","0-01-01 19:45:00",19,45,"west-ham-united","watford","London Stadium",59581,14,1,21,0,64.3,35.7,9,6,3,1,4,4,2,1,80.3,70.1,1,0,5,6,3,1,50,70.6,62.7,37.3,1,1,1,6,1,0,0,0,"https://www.skysports.com/football/west-ham-united-vs-watford/stats/446522"
"545",545,"8th February 2022","2022-02-08",2022,2,8,"Tue","7:45pm","0-01-01 19:45:00",19,45,"newcastle-united","everton","St James' Park, Newcastle",52186,4,3,17,1,39.3,60.7,20,11,9,3,6,3,5,5,65.4,77.1,1,1,6,2,1,1,33.3,47.4,56.6,43.4,2,7,13,13,2,3,0,0,"https://www.skysports.com/football/newcastle-united-vs-everton/stats/446526"
"546",546,"5th February 2022","2022-02-05",2022,2,5,"Sat","6:00pm","0-01-01 18:00:00",18,0,"burnley","watford","Turf Moor",19527,23,0,21,0,51.6,48.4,13,11,2,5,7,4,4,2,69.1,68.2,0,1,4,7,3,0,42.9,68.8,51.1,48.9,5,2,16,9,1,2,0,0,"https://www.skysports.com/football/burnley-vs-watford/stats/446451"
"547",547,"23rd January 2022","2022-01-23",2022,1,23,"Sun","4:30pm","0-01-01 16:30:00",16,30,"chelsea","tottenham-hotspur","Stamford Bridge",40020,12,2,8,0,64.6,35.4,15,6,7,3,5,2,3,1,86.8,78.3,1,0,10,3,0,1,73.3,50,61.9,38.1,3,5,17,14,2,1,0,0,"https://www.skysports.com/football/chelsea-vs-tottenham-hotspur/stats/446510"
"548",548,"23rd January 2022","2022-01-23",2022,1,23,"Sun","2:00pm","0-01-01 14:00:00",14,0,"leicester-city","brighton-and-hove-albion","The King Power Stadium",31231,18,1,6,1,43.8,56.2,15,14,5,5,3,4,7,5,79.1,82.1,1,3,4,3,3,3,38.9,68.2,50,50,3,4,6,8,0,1,0,0,"https://www.skysports.com/football/leicester-city-vs-brighton-and-hove-albion/stats/446514"
"549",549,"23rd January 2022","2022-01-23",2022,1,23,"Sun","2:00pm","0-01-01 14:00:00",14,0,"arsenal","burnley","Emirates Stadium",59255,2,0,23,0,75.6,24.4,20,10,5,1,8,6,7,3,87.7,64.9,1,0,12,4,0,2,42.9,44.4,40.5,59.5,1,5,9,13,0,2,0,0,"https://www.skysports.com/football/arsenal-vs-burnley/stats/446508"
"550",550,"23rd January 2022","2022-01-23",2022,1,23,"Sun","2:00pm","0-01-01 14:00:00",14,0,"crystal-palace","liverpool","Selhurst Park",25002,11,1,5,3,43.4,56.6,8,14,5,7,3,6,0,1,76.1,80.7,3,1,2,5,5,2,61.5,85.7,55.6,44.4,4,4,12,10,4,1,0,0,"https://www.skysports.com/football/crystal-palace-vs-liverpool/stats/446511"
"551",551,"22nd January 2022","2022-01-22",2022,1,22,"Sat","5:30pm","0-01-01 17:30:00",17,30,"southampton","manchester-city","St. Mary's Stadium",31178,20,1,1,1,25.8,74.2,7,20,3,5,3,8,1,7,69.4,90.1,0,3,2,11,2,0,70,47.6,45.8,54.2,4,2,13,5,3,0,0,0,"https://www.skysports.com/football/southampton-vs-manchester-city/stats/446516"
"552",552,"22nd January 2022","2022-01-22",2022,1,22,"Sat","3:00pm","0-01-01 15:00:00",15,0,"manchester-united","west-ham-united","Old Trafford",73130,3,1,14,0,56.9,43.1,18,6,3,1,9,3,6,2,82.7,74.6,1,0,3,3,4,1,64.7,77.8,57.1,42.9,2,2,9,8,1,1,0,0,"https://www.skysports.com/football/manchester-united-vs-west-ham-united/stats/446515"
"553",553,"22nd January 2022","2022-01-22",2022,1,22,"Sat","3:00pm","0-01-01 15:00:00",15,0,"leeds-united","newcastle-united","Elland Road",36405,19,0,4,1,63,37,13,15,4,3,4,4,5,8,79,67.1,1,1,6,7,0,0,61.9,50,31.8,68.2,2,4,9,9,4,2,0,0,"https://www.skysports.com/football/leeds-united-vs-newcastle-united/stats/446513"
"554",554,"22nd January 2022","2022-01-22",2022,1,22,"Sat","3:00pm","0-01-01 15:00:00",15,0,"brentford","wolverhampton-wanderers","Gtech Community Stadium",16982,9,1,13,2,49.5,50.5,11,7,1,2,5,3,5,2,73.6,74.4,0,0,6,3,0,4,56.3,54.5,64.1,35.9,0,0,6,7,2,3,0,0,"https://www.skysports.com/football/brentford-vs-wolverhampton-wanderers/stats/446509"
"555",555,"22nd January 2022","2022-01-22",2022,1,22,"Sat","12:30pm","0-01-01 12:30:00",12,30,"everton","aston-villa","Goodison Park",38203,17,0,7,1,49.6,50.4,15,8,1,3,7,4,7,1,67.5,70.6,1,1,9,2,3,1,66.7,69.2,49.2,50.8,2,0,14,16,5,4,0,0,"https://www.skysports.com/football/everton-vs-aston-villa/stats/446512"
"556",556,"21st January 2022","2022-01-21",2022,1,21,"Fri","8:00pm","0-01-01 20:00:00",20,0,"watford","norwich-city","Vicarage Road",20782,21,0,22,3,68.5,31.5,15,7,4,2,7,2,4,3,82.1,58.7,1,1,5,1,1,1,74.4,68.8,55.6,44.4,0,3,16,11,0,1,1,0,"https://www.skysports.com/football/watford-vs-norwich-city/stats/446517"
"557",557,"19th January 2022","2022-01-19",2022,1,19,"Wed","8:00pm","0-01-01 20:00:00",20,0,"brentford","manchester-united","Gtech Community Stadium",17094,9,1,3,3,43.7,56.3,18,13,9,5,4,2,5,6,71.9,79.2,4,4,6,9,3,1,64.7,63.2,35.4,64.6,2,8,7,9,0,0,0,0,"https://www.skysports.com/football/brentford-vs-manchester-united/stats/446449"
"558",558,"19th January 2022","2022-01-19",2022,1,19,"Wed","7:30pm","0-01-01 19:30:00",19,30,"leicester-city","tottenham-hotspur","The King Power Stadium",31986,18,2,8,3,48.8,51.2,14,27,4,10,5,10,5,7,86.3,88,2,6,3,8,1,0,70.6,55,41.7,58.3,5,2,6,12,1,2,0,0,"https://www.skysports.com/football/leicester-city-vs-tottenham-hotspur/stats/446453"
"559",559,"18th January 2022","2022-01-18",2022,1,18,"Tue","8:00pm","0-01-01 20:00:00",20,0,"brighton-and-hove-albion","chelsea","Amex Stadium",30880,6,1,12,1,43.2,56.8,10,15,2,3,3,5,5,7,82.2,86.9,1,0,5,7,1,0,68.8,50,34.8,65.2,2,1,8,5,1,2,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-chelsea/stats/446519"
"560",560,"16th January 2022","2022-01-16",2022,1,16,"Sun","2:00pm","0-01-01 14:00:00",14,0,"west-ham-united","leeds-united","London Stadium",59951,14,2,19,3,47.4,52.6,15,18,5,5,6,9,4,4,69.9,72.9,3,3,4,3,1,1,59.1,56.5,58.5,41.5,2,3,6,9,3,2,0,0,"https://www.skysports.com/football/west-ham-united-vs-leeds-united/stats/446506"
"561",561,"16th January 2022","2022-01-16",2022,1,16,"Sun","2:00pm","0-01-01 14:00:00",14,0,"liverpool","brentford","Anfield",52824,5,3,9,0,68.3,31.7,27,6,13,1,8,3,6,2,82.7,62.6,4,0,9,0,2,7,77.8,42.9,55.8,44.2,1,10,6,6,0,1,0,0,"https://www.skysports.com/football/liverpool-vs-brentford/stats/446501"
"562",562,"15th January 2022","2022-01-15",2022,1,15,"Sat","5:30pm","0-01-01 17:30:00",17,30,"aston-villa","manchester-united","Villa Park",41968,7,2,3,2,54.6,45.4,13,13,9,6,4,4,0,3,84.1,81.6,1,1,3,6,1,1,76.5,47.8,53.8,46.2,4,7,8,13,1,2,0,0,"https://www.skysports.com/football/aston-villa-vs-manchester-united/stats/446498"
"563",563,"15th January 2022","2022-01-15",2022,1,15,"Sat","3:00pm","0-01-01 15:00:00",15,0,"newcastle-united","watford","St James' Park, Newcastle",52223,4,1,21,1,52,48,12,18,1,5,8,6,3,7,75.7,79,1,2,4,6,1,1,66.7,57.9,53.4,46.6,4,0,13,13,3,2,0,0,"https://www.skysports.com/football/newcastle-united-vs-watford/stats/446503"
"564",564,"15th January 2022","2022-01-15",2022,1,15,"Sat","3:00pm","0-01-01 15:00:00",15,0,"wolverhampton-wanderers","southampton","Molineux",30057,13,3,20,1,42.7,57.3,9,13,5,10,3,3,1,0,71.6,81,2,3,2,10,2,1,73.9,50,40.6,59.4,9,2,13,14,2,3,0,0,"https://www.skysports.com/football/wolverhampton-wanderers-vs-southampton/stats/446507"
"565",565,"15th January 2022","2022-01-15",2022,1,15,"Sat","3:00pm","0-01-01 15:00:00",15,0,"norwich-city","everton","Carrow Road",26629,22,2,17,1,40.4,59.6,14,12,3,5,6,1,5,6,70.4,79.5,1,0,8,8,3,1,33.3,72.2,67.7,32.3,4,2,12,14,3,1,0,0,"https://www.skysports.com/football/norwich-city-vs-everton/stats/446504"
"566",566,"15th January 2022","2022-01-15",2022,1,15,"Sat","12:30pm","0-01-01 12:30:00",12,30,"manchester-city","chelsea","Etihad Stadium",53319,1,1,12,0,55.7,44.3,11,4,6,1,3,2,2,1,86,84.5,1,1,9,1,3,4,62.5,59.1,72.7,27.3,1,5,11,6,0,2,0,0,"https://www.skysports.com/football/manchester-city-vs-chelsea/stats/446502"
"567",567,"14th January 2022","2022-01-14",2022,1,14,"Fri","8:00pm","0-01-01 20:00:00",20,0,"brighton-and-hove-albion","crystal-palace","Amex Stadium",30675,6,1,11,1,63.3,36.7,19,3,4,1,10,1,5,1,82.6,73,2,1,9,0,1,2,57.1,64.7,65.5,34.5,1,4,11,7,0,2,0,0,"https://www.skysports.com/football/brighton-and-hove-albion-vs-crystal-palace/stats/446499"
"568",568,"12th January 2022","2022-01-12",2022,1,12,"Wed","7:45pm","0-01-01 19:45:00",19,45,"west-ham-united","norwich-city","London Stadium",59775,14,2,22,0,61.6,38.4,13,7,5,3,5,3,3,1,84.2,74.2,5,0,11,2,4,3,37.5,80,57.1,42.9,3,3,9,8,0,0,0,0,"https://www.skysports.com/football/west-ham-united-vs-norwich-city/stats/446466"
"569",569,"11th January 2022","2022-01-11",2022,1,11,"Tue","7:45pm","0-01-01 19:45:00",19,45,"southampton","brentford","St. Mary's Stadium",27383,20,4,9,1,48.9,51.1,12,5,6,4,4,0,2,1,74.7,73.1,3,1,5,2,0,1,50,40,45.9,54.1,3,3,9,8,0,1,0,0,"https://www.skysports.com/football/southampton-vs-brentford/stats/446463"
"570",570,"3rd January 2022","2022-01-03",2022,1,3,"Mon","5:30pm","0-01-01 17:30:00",17,30,"manchester-united","wolverhampton-wanderers","Old Trafford",73045,3,0,13,1,51.3,48.7,9,19,2,6,4,7,3,6,80.1,81.4,1,0,3,8,2,3,58.8,53.8,52,48,5,2,9,8,3,1,0,0,"https://www.skysports.com/football/manchester-united-vs-wolverhampton-wanderers/stats/446495"
"571",571,"2nd January 2022","2022-01-02",2022,1,2,"Sun","4:30pm","0-01-01 16:30:00",16,30,"chelsea","liverpool","Stamford Bridge",40072,12,2,5,2,55.3,44.7,15,10,6,6,5,2,4,2,82.4,76.7,2,2,6,7,3,2,57.9,41.7,37,63,4,4,5,13,1,2,0,0,"https://www.skysports.com/football/chelsea-vs-liverpool/stats/446490"
"572",572,"2nd January 2022","2022-01-02",2022,1,2,"Sun","2:00pm","0-01-01 14:00:00",14,0,"leeds-united","burnley","Elland Road",36083,19,3,23,1,55.3,44.7,22,8,7,2,6,4,9,2,70.8,59.9,3,1,9,3,5,1,61.1,57.1,40.4,59.6,1,4,11,7,2,1,0,0,"https://www.skysports.com/football/leeds-united-vs-burnley/stats/446493"
"573",573,"2nd January 2022","2022-01-02",2022,1,2,"Sun","2:00pm","0-01-01 14:00:00",14,0,"everton","brighton-and-hove-albion","Goodison Park",38203,17,2,6,3,49.9,50.1,17,12,6,5,7,3,4,4,72.2,72.2,0,2,8,5,1,1,64.7,60,55.8,44.2,2,4,5,12,1,1,0,0,"https://www.skysports.com/football/everton-vs-brighton-and-hove-albion/stats/446492"
"574",574,"2nd January 2022","2022-01-02",2022,1,2,"Sun","2:00pm","0-01-01 14:00:00",14,0,"brentford","aston-villa","Gtech Community Stadium",16876,9,2,7,1,45.4,54.6,10,16,4,5,6,6,0,5,74.8,81.9,0,1,3,7,0,4,75,54.5,40,60,4,2,17,11,2,2,0,0,"https://www.skysports.com/football/brentford-vs-aston-villa/stats/446489"
"575",575,"1st January 2022","2022-01-01",2022,1,1,"Sat","5:30pm","0-01-01 17:30:00",17,30,"crystal-palace","west-ham-united","Selhurst Park",24351,11,2,14,3,62.7,37.3,22,10,6,5,11,4,5,1,87.3,72.6,4,1,9,1,0,2,80,58.1,59.4,40.6,2,4,6,16,0,2,0,0,"https://www.skysports.com/football/crystal-palace-vs-west-ham-united/stats/446491"
"576",576,"1st January 2022","2022-01-01",2022,1,1,"Sat","3:00pm","0-01-01 15:00:00",15,0,"watford","tottenham-hotspur","Vicarage Road",20391,21,0,8,1,25.8,74.2,6,21,4,9,2,6,0,6,66.9,88.8,0,2,3,7,1,3,50,50,52.2,47.8,9,4,6,9,0,1,0,0,"https://www.skysports.com/football/watford-vs-tottenham-hotspur/stats/446497"
"577",577,"1st January 2022","2022-01-01",2022,1,1,"Sat","12:30pm","0-01-01 12:30:00",12,30,"arsenal","manchester-city","Emirates Stadium",59757,2,1,1,2,28.8,71.2,7,15,2,2,4,6,1,7,71.9,88.8,0,1,5,5,1,2,37.5,50,23.8,76.2,0,1,13,5,3,2,1,0,"https://www.skysports.com/football/arsenal-vs-manchester-city/stats/446488"
"578",578,"30th December 2021","2021-12-30",2021,12,30,"Thu","8:15pm","0-01-01 20:15:00",20,15,"manchester-united","burnley","Old Trafford",73121,3,3,23,1,57.3,42.7,18,10,6,3,9,4,3,3,77.9,77.5,2,2,7,5,2,4,62.5,42.9,45.7,54.3,2,4,5,10,0,0,0,0,"https://www.skysports.com/football/manchester-united-vs-burnley/stats/446485"
"579",579,"29th December 2021","2021-12-29",2021,12,29,"Wed","8:15pm","0-01-01 20:15:00",20,15,"brentford","manchester-city","Gtech Community Stadium",17009,9,0,1,1,23.7,76.3,6,12,2,3,2,5,2,4,62.7,88.5,0,1,3,5,0,3,35.3,36.4,45.5,54.5,2,3,12,10,0,0,0,0,"https://www.skysports.com/football/brentford-vs-manchester-city/stats/446479"
"580",580,"29th December 2021","2021-12-29",2021,12,29,"Wed","7:30pm","0-01-01 19:30:00",19,30,"chelsea","brighton-and-hove-albion","Stamford Bridge",40080,12,1,6,1,47.7,52.3,11,18,5,6,3,8,3,4,79.8,80.1,0,0,10,8,1,0,65.2,60.9,58.8,41.2,5,4,14,7,4,1,0,0,"https://www.skysports.com/football/chelsea-vs-brighton-and-hove-albion/stats/446480"
